Wavelength,Real,Imaginary
4.100000000000E-03,3.873564000000E+00,2.380000000000E+00
4.200000000000E-03,3.917021000000E+00,2.404000000000E+00
4.300000000000E-03,3.960586000000E+00,2.423000000000E+00
4.400000000000E-03,4.003601000000E+00,2.445000000000E+00
4.500000000000E-03,4.045111000000E+00,2.460000000000E+00
4.600000000000E-03,4.084851000000E+00,2.481000000000E+00
4.700000000000E-03,4.125763000000E+00,2.500000000000E+00
4.800000000000E-03,4.166540000000E+00,2.518000000000E+00
4.900000000000E-03,4.207585000000E+00,2.535000000000E+00
5.000000000000E-03,4.248425000000E+00,2.551000000000E+00
5.100000000000E-03,4.288766000000E+00,2.567000000000E+00
5.200000000000E-03,4.328263000000E+00,2.581000000000E+00
5.300000000000E-03,4.367201000000E+00,2.595000000000E+00
5.400000000000E-03,4.403706000000E+00,2.607000000000E+00
5.500000000000E-03,4.442443000000E+00,2.625000000000E+00
5.600000000000E-03,4.482558000000E+00,2.636000000000E+00
5.700000000000E-03,4.518750000000E+00,2.647000000000E+00
5.800000000000E-03,4.555811000000E+00,2.662000000000E+00
5.901000000000E-03,4.593558000000E+00,2.671000000000E+00
6.001000000000E-03,4.631138000000E+00,2.685000000000E+00
6.100000000000E-03,4.667698000000E+00,2.692000000000E+00
6.200000000000E-03,4.704528000000E+00,2.705000000000E+00
6.299000000000E-03,4.740422000000E+00,2.711000000000E+00
6.400000000000E-03,4.776470000000E+00,2.723000000000E+00
6.500000000000E-03,4.811400000000E+00,2.727000000000E+00
6.599000000000E-03,4.844068000000E+00,2.737000000000E+00
6.700000000000E-03,4.881015000000E+00,2.747000000000E+00
6.800000000000E-03,4.915201000000E+00,2.750000000000E+00
6.899000000000E-03,4.946351000000E+00,2.758000000000E+00
7.000000000000E-03,4.979800000000E+00,2.766000000000E+00
7.101000000000E-03,5.013994000000E+00,2.774000000000E+00
7.199000000000E-03,5.047771000000E+00,2.780000000000E+00
7.300000000000E-03,5.083439000000E+00,2.787000000000E+00
7.399000000000E-03,5.116001000000E+00,2.786000000000E+00
7.501000000000E-03,5.146161000000E+00,2.792000000000E+00
7.600000000000E-03,5.177179000000E+00,2.796000000000E+00
7.700000000000E-03,5.209531000000E+00,2.801000000000E+00
7.800000000000E-03,5.241539000000E+00,2.805000000000E+00
7.900000000000E-03,5.273172000000E+00,2.808000000000E+00
8.000000000000E-03,5.304929000000E+00,2.811000000000E+00
8.100000000000E-03,5.336323000000E+00,2.814000000000E+00
8.200000000000E-03,5.367389000000E+00,2.816000000000E+00
8.300000000000E-03,5.398286000000E+00,2.824000000000E+00
8.400000000000E-03,5.428878000000E+00,2.825000000000E+00
8.500000000000E-03,5.459208000000E+00,2.826000000000E+00
8.600000000000E-03,5.489262000000E+00,2.827000000000E+00
8.700000000000E-03,5.519027000000E+00,2.827000000000E+00
8.800000000000E-03,5.548489000000E+00,2.833000000000E+00
8.900000000000E-03,5.577699000000E+00,2.833000000000E+00
9.000000000000E-03,5.606586000000E+00,2.832000000000E+00
9.100000000000E-03,5.635201000000E+00,2.830000000000E+00
9.200000000000E-03,5.663535000000E+00,2.835000000000E+00
9.300000000000E-03,5.691521000000E+00,2.833000000000E+00
9.400000000000E-03,5.719272000000E+00,2.831000000000E+00
9.500000000000E-03,5.746661000000E+00,2.835000000000E+00
9.600000000000E-03,5.773802000000E+00,2.832000000000E+00
9.700000000000E-03,5.800631000000E+00,2.835000000000E+00
9.800000000000E-03,5.827179000000E+00,2.831000000000E+00
9.900000000000E-03,5.853423000000E+00,2.828000000000E+00
1.000000000000E-02,5.879378000000E+00,2.830000000000E+00
1.100000000000E-02,6.131865000000E+00,2.807000000000E+00
1.200000000000E-02,6.346035000000E+00,2.773000000000E+00
1.300000000000E-02,6.538143000000E+00,2.733000000000E+00
1.400000000000E-02,6.711149000000E+00,2.685000000000E+00
1.500000000000E-02,6.867192000000E+00,2.630000000000E+00
1.600000000000E-02,7.007965000000E+00,2.576000000000E+00
1.700000000000E-02,7.135674000000E+00,2.519000000000E+00
1.800000000000E-02,7.252419000000E+00,2.461000000000E+00
1.900000000000E-02,7.358822000000E+00,2.397000000000E+00
2.000000000000E-02,7.455943000000E+00,2.338000000000E+00
2.100000000000E-02,7.544423000000E+00,2.280000000000E+00
2.200000000000E-02,7.625553000000E+00,2.224000000000E+00
2.300000000000E-02,7.701126000000E+00,2.170000000000E+00
2.400000000000E-02,7.768902000000E+00,2.113000000000E+00
2.500000000000E-02,7.831158000000E+00,2.064000000000E+00
2.600000000000E-02,7.889643000000E+00,2.011000000000E+00
2.700000000000E-02,7.941322000000E+00,1.961000000000E+00
2.800000000000E-02,7.989355000000E+00,1.914000000000E+00
2.900000000000E-02,8.033791000000E+00,1.868000000000E+00
3.000000000000E-02,8.074469000000E+00,1.824000000000E+00
3.100000000000E-02,8.112180000000E+00,1.781000000000E+00
3.200000000000E-02,8.147128000000E+00,1.741000000000E+00
3.300000000000E-02,8.179843000000E+00,1.701000000000E+00
3.400000000000E-02,8.209818000000E+00,1.663000000000E+00
3.500000000000E-02,8.238281000000E+00,1.627000000000E+00
3.600000000000E-02,8.264599000000E+00,1.591000000000E+00
3.700000000000E-02,8.288448000000E+00,1.557000000000E+00
3.800000000000E-02,8.311297000000E+00,1.525000000000E+00
3.900000000000E-02,8.332788000000E+00,1.493000000000E+00
4.000000000000E-02,8.352700000000E+00,1.463000000000E+00
4.100000000000E-02,8.371979000000E+00,1.434000000000E+00
4.200000000000E-02,8.389151000000E+00,1.405000000000E+00
4.300000000000E-02,8.405156000000E+00,1.378000000000E+00
4.400000000000E-02,8.420858000000E+00,1.352000000000E+00
4.500000000000E-02,8.435660000000E+00,1.327000000000E+00
4.600000000000E-02,8.449912000000E+00,1.302000000000E+00
4.700000000000E-02,8.462521000000E+00,1.278000000000E+00
4.800000000000E-02,8.474673000000E+00,1.256000000000E+00
4.900000000000E-02,8.486470000000E+00,1.233000000000E+00
5.000000000000E-02,8.497290000000E+00,1.212000000000E+00
5.100000000000E-02,8.507814000000E+00,1.191000000000E+00
5.200000000000E-02,8.517490000000E+00,1.171000000000E+00
5.300000000000E-02,8.526995000000E+00,1.152000000000E+00
5.400000000000E-02,8.535947000000E+00,1.133000000000E+00
5.500000000000E-02,8.545560000000E+00,1.115000000000E+00
5.600000000000E-02,8.554652000000E+00,1.097000000000E+00
5.700000000000E-02,8.563363000000E+00,1.080000000000E+00
5.800000000000E-02,8.571605000000E+00,1.063000000000E+00
5.901000000000E-02,8.579613000000E+00,1.047000000000E+00
6.001000000000E-02,8.587191000000E+00,1.031000000000E+00
6.100000000000E-02,8.594362000000E+00,1.016000000000E+00
6.200000000000E-02,8.601342000000E+00,1.001000000000E+00
6.299000000000E-02,8.607948000000E+00,9.867000000000E-01
6.400000000000E-02,8.614382000000E+00,9.727000000000E-01
6.500000000000E-02,8.620473000000E+00,9.589000000000E-01
6.599000000000E-02,8.626323000000E+00,9.456000000000E-01
6.700000000000E-02,8.632030000000E+00,9.328000000000E-01
6.800000000000E-02,8.637431000000E+00,9.202000000000E-01
6.899000000000E-02,8.642623000000E+00,9.078000000000E-01
7.000000000000E-02,8.647693000000E+00,8.960000000000E-01
7.101000000000E-02,8.652568000000E+00,8.845000000000E-01
7.199000000000E-02,8.657181000000E+00,8.728000000000E-01
7.300000000000E-02,8.661691000000E+00,8.618000000000E-01
7.399000000000E-02,8.666029000000E+00,8.509000000000E-01
7.501000000000E-02,8.670273000000E+00,8.406000000000E-01
7.600000000000E-02,8.674287000000E+00,8.302000000000E-01
7.700000000000E-02,8.678217000000E+00,8.201000000000E-01
7.800000000000E-02,8.681999000000E+00,8.104000000000E-01
7.900000000000E-02,8.685638000000E+00,8.007000000000E-01
8.000000000000E-02,8.689204000000E+00,7.914000000000E-01
8.100000000000E-02,8.692637000000E+00,7.822000000000E-01
8.200000000000E-02,8.695941000000E+00,7.733000000000E-01
8.300000000000E-02,8.699181000000E+00,7.645000000000E-01
8.400000000000E-02,8.702404000000E+00,7.560000000000E-01
8.500000000000E-02,8.705507000000E+00,7.476000000000E-01
8.600000000000E-02,8.708553000000E+00,7.394000000000E-01
8.700000000000E-02,8.711486000000E+00,7.314000000000E-01
8.800000000000E-02,8.714366000000E+00,7.236000000000E-01
8.900000000000E-02,8.717139000000E+00,7.159000000000E-01
8.999000000000E-02,8.719808000000E+00,7.083000000000E-01
9.099000000000E-02,8.722432000000E+00,7.009000000000E-01
9.200000000000E-02,8.725011000000E+00,6.938000000000E-01
9.300000000000E-02,8.727494000000E+00,6.867000000000E-01
9.399000000000E-02,8.729884000000E+00,6.798000000000E-01
9.499000000000E-02,8.732236000000E+00,6.730000000000E-01
9.601000000000E-02,8.734549000000E+00,6.663000000000E-01
9.701000000000E-02,8.736776000000E+00,6.598000000000E-01
9.799000000000E-02,8.738919000000E+00,6.534000000000E-01
9.899000000000E-02,8.741029000000E+00,6.471000000000E-01
1.000000000000E-01,8.743107000000E+00,6.409000000000E-01
1.099000000000E-01,8.761392000000E+00,5.845000000000E-01
1.199000000000E-01,8.776133000000E+00,5.380000000000E-01
1.300000000000E-01,8.788091000000E+00,4.983000000000E-01
1.400000000000E-01,8.797836000000E+00,4.636000000000E-01
1.500000000000E-01,8.804337000000E+00,4.337000000000E-01
1.600000000000E-01,8.809677000000E+00,4.073000000000E-01
1.698000000000E-01,8.814082000000E+00,3.837000000000E-01
1.799000000000E-01,8.817867000000E+00,3.630000000000E-01
1.901000000000E-01,8.821129000000E+00,3.448000000000E-01
2.000000000000E-01,8.823834000000E+00,3.277000000000E-01
2.099000000000E-01,8.826184000000E+00,3.123000000000E-01
2.198000000000E-01,8.828230000000E+00,2.983000000000E-01
2.301000000000E-01,8.830103000000E+00,2.860000000000E-01
2.399000000000E-01,8.831656000000E+00,2.741000000000E-01
2.500000000000E-01,8.833091000000E+00,2.634000000000E-01
2.600000000000E-01,8.834348000000E+00,2.535000000000E-01
2.698000000000E-01,8.835449000000E+00,2.441000000000E-01
2.799000000000E-01,8.836475000000E+00,2.356000000000E-01
2.897000000000E-01,8.837375000000E+00,2.274000000000E-01
2.999000000000E-01,8.838141000000E+00,2.202000000000E-01
3.097000000000E-01,8.838809000000E+00,2.132000000000E-01
3.199000000000E-01,8.839434000000E+00,2.064000000000E-01
3.304000000000E-01,8.840020000000E+00,2.008000000000E-01
3.396000000000E-01,8.840491000000E+00,1.944000000000E-01
3.499000000000E-01,8.840974000000E+00,1.891000000000E-01
3.597000000000E-01,8.841394000000E+00,1.840000000000E-01
3.698000000000E-01,8.841790000000E+00,1.790000000000E-01
3.802000000000E-01,8.842166000000E+00,1.745000000000E-01
3.899000000000E-01,8.842491000000E+00,1.701000000000E-01
3.999000000000E-01,8.842801000000E+00,1.659000000000E-01
4.102000000000E-01,8.843095000000E+00,1.621000000000E-01
4.198000000000E-01,8.843349000000E+00,1.580000000000E-01
4.295000000000E-01,8.843591000000E+00,1.545000000000E-01
4.395000000000E-01,8.843823000000E+00,1.509000000000E-01
4.498000000000E-01,8.844044000000E+00,1.478000000000E-01
4.603000000000E-01,8.844254000000E+00,1.448000000000E-01
4.699000000000E-01,8.844436000000E+00,1.415000000000E-01
4.797000000000E-01,8.844609000000E+00,1.386000000000E-01
4.898000000000E-01,8.844776000000E+00,1.358000000000E-01
5.000000000000E-01,8.844936000000E+00,1.333000000000E-01
5.105000000000E-01,8.845089000000E+00,1.309000000000E-01
5.200000000000E-01,8.845220000000E+00,1.282000000000E-01
5.297000000000E-01,8.845345000000E+00,1.258000000000E-01
5.395000000000E-01,8.845467000000E+00,1.233000000000E-01
5.495000000000E-01,8.845583000000E+00,1.213000000000E-01
5.598000000000E-01,8.845696000000E+00,1.191000000000E-01
5.702000000000E-01,8.845804000000E+00,1.172000000000E-01
5.794000000000E-01,8.845896000000E+00,1.150000000000E-01
5.902000000000E-01,8.845997000000E+00,1.132000000000E-01
5.998000000000E-01,8.846082000000E+00,1.114000000000E-01
6.095000000000E-01,8.846164000000E+00,1.093000000000E-01
6.194000000000E-01,8.846244000000E+00,1.076000000000E-01
6.295000000000E-01,8.846321000000E+00,1.061000000000E-01
6.397000000000E-01,8.846396000000E+00,1.044000000000E-01
6.501000000000E-01,8.846468000000E+00,1.030000000000E-01
6.607000000000E-01,8.846538000000E+00,1.013000000000E-01
6.699000000000E-01,8.846596000000E+00,9.995000000000E-02
6.808000000000E-01,8.846662000000E+00,9.858000000000E-02
6.902000000000E-01,8.846716000000E+00,9.700000000000E-02
6.998000000000E-01,8.846769000000E+00,9.567000000000E-02
7.096000000000E-01,8.846821000000E+00,9.436000000000E-02
7.194000000000E-01,8.846871000000E+00,9.285000000000E-02
7.295000000000E-01,8.846920000000E+00,9.179000000000E-02
7.396000000000E-01,8.846967000000E+00,9.053000000000E-02
7.499000000000E-01,8.847013000000E+00,8.929000000000E-02
7.603000000000E-01,8.847058000000E+00,8.827000000000E-02
7.691000000000E-01,8.847094000000E+00,8.705000000000E-02
7.798000000000E-01,8.847137000000E+00,8.586000000000E-02
7.907000000000E-01,8.847178000000E+00,8.488000000000E-02
7.998000000000E-01,8.847212000000E+00,8.391000000000E-02
8.091000000000E-01,8.847244000000E+00,8.275000000000E-02
8.204000000000E-01,8.847283000000E+00,8.181000000000E-02
8.299000000000E-01,8.847314000000E+00,8.087000000000E-02
8.395000000000E-01,8.847344000000E+00,7.976000000000E-02
8.492000000000E-01,8.847374000000E+00,7.885000000000E-02
8.590000000000E-01,8.847403000000E+00,7.795000000000E-02
8.710000000000E-01,8.847437000000E+00,7.723000000000E-02
8.790000000000E-01,8.847459000000E+00,7.617000000000E-02
8.892000000000E-01,8.847485000000E+00,7.547000000000E-02
8.995000000000E-01,8.847512000000E+00,7.461000000000E-02
9.099000000000E-01,8.847537000000E+00,7.375000000000E-02
9.204000000000E-01,8.847563000000E+00,7.308000000000E-02
9.290000000000E-01,8.847582000000E+00,7.224000000000E-02
9.397000000000E-01,8.847606000000E+00,7.142000000000E-02
9.506000000000E-01,8.847630000000E+00,7.076000000000E-02
9.594000000000E-01,8.847648000000E+00,6.995000000000E-02
9.705000000000E-01,8.847671000000E+00,6.931000000000E-02
9.795000000000E-01,8.847688000000E+00,6.852000000000E-02
9.908000000000E-01,8.847710000000E+00,6.804000000000E-02
1.000000000000E+00,8.847727000000E+00,6.727000000000E-02
1.099000000000E+00,8.847889000000E+00,6.121000000000E-02
1.199000000000E+00,8.848013000000E+00,5.621000000000E-02
1.300000000000E+00,8.848109000000E+00,5.197000000000E-02
1.400000000000E+00,8.848183000000E+00,4.828000000000E-02
1.500000000000E+00,8.848243000000E+00,4.506000000000E-02
1.600000000000E+00,8.848291000000E+00,4.234000000000E-02
1.698000000000E+00,8.848330000000E+00,3.979000000000E-02
1.799000000000E+00,8.848364000000E+00,3.765000000000E-02
1.901000000000E+00,8.848392000000E+00,3.571000000000E-02
2.000000000000E+00,8.848415000000E+00,3.395000000000E-02
2.099000000000E+00,8.848435000000E+00,3.234000000000E-02
2.198000000000E+00,8.848452000000E+00,3.089000000000E-02
2.301000000000E+00,8.848467000000E+00,2.957000000000E-02
2.399000000000E+00,8.848480000000E+00,2.837000000000E-02
2.500000000000E+00,8.848491000000E+00,2.721000000000E-02
2.600000000000E+00,8.848501000000E+00,2.623000000000E-02
2.698000000000E+00,8.848510000000E+00,2.522000000000E-02
2.799000000000E+00,8.848518000000E+00,2.437000000000E-02
2.897000000000E+00,8.848524000000E+00,2.348000000000E-02
2.999000000000E+00,8.848531000000E+00,2.274000000000E-02
3.097000000000E+00,8.848536000000E+00,2.202000000000E-02
3.199000000000E+00,8.848541000000E+00,2.132000000000E-02
3.304000000000E+00,8.848546000000E+00,2.074000000000E-02
3.396000000000E+00,8.848550000000E+00,2.008000000000E-02
3.499000000000E+00,8.848554000000E+00,1.953000000000E-02
3.597000000000E+00,8.848557000000E+00,1.900000000000E-02
3.698000000000E+00,8.848560000000E+00,1.848000000000E-02
3.802000000000E+00,8.848563000000E+00,1.802000000000E-02
3.899000000000E+00,8.848566000000E+00,1.757000000000E-02
3.999000000000E+00,8.848568000000E+00,1.713000000000E-02
4.102000000000E+00,8.848570000000E+00,1.670000000000E-02
4.198000000000E+00,8.848572000000E+00,1.632000000000E-02
4.295000000000E+00,8.848574000000E+00,1.591000000000E-02
4.395000000000E+00,8.848576000000E+00,1.559000000000E-02
4.498000000000E+00,8.848577000000E+00,1.523000000000E-02
4.603000000000E+00,8.848579000000E+00,1.492000000000E-02
4.699000000000E+00,8.848580000000E+00,1.458000000000E-02
4.797000000000E+00,8.848581000000E+00,1.428000000000E-02
4.898000000000E+00,8.848582000000E+00,1.399000000000E-02
5.000000000000E+00,8.848584000000E+00,1.373000000000E-02
5.105000000000E+00,8.848585000000E+00,1.348000000000E-02
5.200000000000E+00,8.848585000000E+00,1.321000000000E-02
5.297000000000E+00,8.848586000000E+00,1.297000000000E-02
5.395000000000E+00,8.848587000000E+00,1.273000000000E-02
5.495000000000E+00,8.848588000000E+00,1.250000000000E-02
5.598000000000E+00,8.848589000000E+00,1.227000000000E-02
5.702000000000E+00,8.848589000000E+00,1.207000000000E-02
5.794000000000E+00,8.848590000000E+00,1.185000000000E-02
5.902000000000E+00,8.848591000000E+00,1.166000000000E-02
5.998000000000E+00,8.848591000000E+00,1.148000000000E-02
6.095000000000E+00,8.848592000000E+00,1.129000000000E-02
6.194000000000E+00,8.848592000000E+00,1.111000000000E-02
6.295000000000E+00,8.848593000000E+00,1.091000000000E-02
6.397000000000E+00,8.848593000000E+00,1.076000000000E-02
6.501000000000E+00,8.848594000000E+00,1.061000000000E-02
6.607000000000E+00,8.848594000000E+00,1.044000000000E-02
6.699000000000E+00,8.848594000000E+00,1.030000000000E-02
6.808000000000E+00,8.848595000000E+00,1.016000000000E-02
6.902000000000E+00,8.848595000000E+00,9.995000000000E-03
6.998000000000E+00,8.848595000000E+00,9.858000000000E-03
7.096000000000E+00,8.848596000000E+00,9.700000000000E-03
7.194000000000E+00,8.848596000000E+00,9.567000000000E-03
7.295000000000E+00,8.848596000000E+00,9.458000000000E-03
7.396000000000E+00,8.848596000000E+00,9.328000000000E-03
7.499000000000E+00,8.848597000000E+00,9.200000000000E-03
7.603000000000E+00,8.848597000000E+00,9.095000000000E-03
7.691000000000E+00,8.848597000000E+00,8.949000000000E-03
7.798000000000E+00,8.848597000000E+00,8.847000000000E-03
7.907000000000E+00,8.848598000000E+00,8.746000000000E-03
7.998000000000E+00,8.848598000000E+00,8.626000000000E-03
8.091000000000E+00,8.848598000000E+00,8.527000000000E-03
8.204000000000E+00,8.848598000000E+00,8.429000000000E-03
8.299000000000E+00,8.848598000000E+00,8.333000000000E-03
8.395000000000E+00,8.848598000000E+00,8.218000000000E-03
8.492000000000E+00,8.848598000000E+00,8.124000000000E-03
8.590000000000E+00,8.848599000000E+00,8.031000000000E-03
8.710000000000E+00,8.848599000000E+00,7.958000000000E-03
8.790000000000E+00,8.848599000000E+00,7.849000000000E-03
8.892000000000E+00,8.848599000000E+00,7.759000000000E-03
8.995000000000E+00,8.848599000000E+00,7.688000000000E-03
9.099000000000E+00,8.848599000000E+00,7.600000000000E-03
9.204000000000E+00,8.848599000000E+00,7.530000000000E-03
9.290000000000E+00,8.848599000000E+00,7.444000000000E-03
9.397000000000E+00,8.848600000000E+00,7.359000000000E-03
9.506000000000E+00,8.848600000000E+00,7.291000000000E-03
9.594000000000E+00,8.848600000000E+00,7.208000000000E-03
9.705000000000E+00,8.848600000000E+00,7.142000000000E-03
9.795000000000E+00,8.848600000000E+00,7.060000000000E-03
9.908000000000E+00,8.848600000000E+00,7.011000000000E-03
1.000000000000E+01,8.848600000000E+00,6.931000000000E-03
